"species"	"site"	"season"	"count"
"16"	"59"	"1"	NA
"1"	"60"	"1"	2
"2"	"60"	"1"	0
"3"	"60"	"1"	1
"4"	"60"	"1"	2
"5"	"60"	"1"	0
"6"	"60"	"1"	0
"7"	"60"	"1"	0
"8"	"60"	"1"	0
"9"	"60"	"1"	0
"10"	"60"	"1"	0
"11"	"60"	"1"	0
"12"	"60"	"1"	0
"13"	"60"	"1"	0
"14"	"60"	"1"	0
"15"	"60"	"1"	0
"16"	"60"	"1"	0
"1"	"61"	"1"	NA
"2"	"61"	"1"	NA
"3"	"61"	"1"	NA
"4"	"61"	"1"	NA
"5"	"61"	"1"	NA
"6"	"61"	"1"	NA
"7"	"61"	"1"	NA
"8"	"61"	"1"	NA
"9"	"61"	"1"	NA
"10"	"61"	"1"	NA
"11"	"61"	"1"	NA
"12"	"61"	"1"	NA
"13"	"61"	"1"	NA
"14"	"61"	"1"	NA
"15"	"61"	"1"	NA
"16"	"61"	"1"	NA
"1"	"62"	"1"	NA
"2"	"62"	"1"	NA
"3"	"62"	"1"	NA
"4"	"62"	"1"	NA
"5"	"62"	"1"	NA
"6"	"62"	"1"	NA
"7"	"62"	"1"	NA
"8"	"62"	"1"	NA
"9"	"62"	"1"	NA
"10"	"62"	"1"	NA
"11"	"62"	"1"	NA
"12"	"62"	"1"	NA
"13"	"62"	"1"	NA
"14"	"62"	"1"	NA
"15"	"62"	"1"	NA
"16"	"62"	"1"	NA
"1"	"63"	"1"	0
"2"	"63"	"1"	0
"3"	"63"	"1"	0
"4"	"63"	"1"	2
"5"	"63"	"1"	0
"6"	"63"	"1"	0
"7"	"63"	"1"	1
"8"	"63"	"1"	3
"9"	"63"	"1"	0
"10"	"63"	"1"	0
"11"	"63"	"1"	0
"12"	"63"	"1"	0
"13"	"63"	"1"	1
"14"	"63"	"1"	0
"15"	"63"	"1"	0
"16"	"63"	"1"	0
"1"	"64"	"1"	1
"2"	"64"	"1"	2
"3"	"64"	"1"	2
"4"	"64"	"1"	6
"5"	"64"	"1"	0
"6"	"64"	"1"	0
"7"	"64"	"1"	0
"8"	"64"	"1"	1
"9"	"64"	"1"	0
"10"	"64"	"1"	0
"11"	"64"	"1"	0
"12"	"64"	"1"	0
"13"	"64"	"1"	0
"14"	"64"	"1"	0
"15"	"64"	"1"	0
"16"	"64"	"1"	0
"1"	"65"	"1"	0
"2"	"65"	"1"	0
"3"	"65"	"1"	0
"4"	"65"	"1"	9
"5"	"65"	"1"	0
"6"	"65"	"1"	1
"7"	"65"	"1"	2
"8"	"65"	"1"	1
"9"	"65"	"1"	6
"10"	"65"	"1"	6
"11"	"65"	"1"	0
"12"	"65"	"1"	0
"13"	"65"	"1"	0
"14"	"65"	"1"	0
"15"	"65"	"1"	0
"16"	"65"	"1"	0
"1"	"66"	"1"	0
"2"	"66"	"1"	0
"3"	"66"	"1"	0
"4"	"66"	"1"	3
"5"	"66"	"1"	0
"6"	"66"	"1"	0
"7"	"66"	"1"	0
"8"	"66"	"1"	2
"9"	"66"	"1"	0
"10"	"66"	"1"	0
"11"	"66"	"1"	0
"12"	"66"	"1"	0
"13"	"66"	"1"	0
"14"	"66"	"1"	0
"15"	"66"	"1"	0
"16"	"66"	"1"	0
"1"	"67"	"1"	0
"2"	"67"	"1"	3
"3"	"67"	"1"	0
"4"	"67"	"1"	2
"5"	"67"	"1"	0
"6"	"67"	"1"	0
"7"	"67"	"1"	1
"8"	"67"	"1"	1
"9"	"67"	"1"	0
"10"	"67"	"1"	0
"11"	"67"	"1"	0
"12"	"67"	"1"	0
"13"	"67"	"1"	0
"14"	"67"	"1"	0
"15"	"67"	"1"	0
"16"	"67"	"1"	0
"1"	"68"	"1"	NA
"2"	"68"	"1"	NA
"3"	"68"	"1"	NA
"4"	"68"	"1"	NA
"5"	"68"	"1"	NA
"6"	"68"	"1"	NA
"7"	"68"	"1"	NA
"8"	"68"	"1"	NA
"9"	"68"	"1"	NA
"10"	"68"	"1"	NA
"11"	"68"	"1"	NA
"12"	"68"	"1"	NA
"13"	"68"	"1"	NA
"14"	"68"	"1"	NA
"15"	"68"	"1"	NA
"16"	"68"	"1"	NA
"1"	"69"	"1"	1
"2"	"69"	"1"	3
"3"	"69"	"1"	0
"4"	"69"	"1"	5
"5"	"69"	"1"	0
"6"	"69"	"1"	0
"7"	"69"	"1"	0
"8"	"69"	"1"	0
"9"	"69"	"1"	0
"10"	"69"	"1"	0
"11"	"69"	"1"	0
"12"	"69"	"1"	0
"13"	"69"	"1"	0
"14"	"69"	"1"	0
"15"	"69"	"1"	0
"16"	"69"	"1"	0
"1"	"70"	"1"	0
"2"	"70"	"1"	1
"3"	"70"	"1"	0
"4"	"70"	"1"	0
"5"	"70"	"1"	0
"6"	"70"	"1"	0
"7"	"70"	"1"	0
"8"	"70"	"1"	0
"9"	"70"	"1"	0
"10"	"70"	"1"	0
"11"	"70"	"1"	0
"12"	"70"	"1"	0
"13"	"70"	"1"	0
"14"	"70"	"1"	0
"15"	"70"	"1"	0
"16"	"70"	"1"	0
"1"	"71"	"1"	1
"2"	"71"	"1"	9
"3"	"71"	"1"	0
"4"	"71"	"1"	1
"5"	"71"	"1"	0
"6"	"71"	"1"	0
"7"	"71"	"1"	0
"8"	"71"	"1"	0
"9"	"71"	"1"	0
"10"	"71"	"1"	0
"11"	"71"	"1"	0
"12"	"71"	"1"	0
"13"	"71"	"1"	0
"14"	"71"	"1"	0
"15"	"71"	"1"	0
"16"	"71"	"1"	0
"1"	"72"	"1"	0
"2"	"72"	"1"	0
"3"	"72"	"1"	0
"4"	"72"	"1"	0
"5"	"72"	"1"	0
"6"	"72"	"1"	0
"7"	"72"	"1"	0
"8"	"72"	"1"	0
"9"	"72"	"1"	0
"10"	"72"	"1"	0
"11"	"72"	"1"	0
"12"	"72"	"1"	0
"13"	"72"	"1"	0
"14"	"72"	"1"	0
"15"	"72"	"1"	0
"16"	"72"	"1"	0
"1"	"73"	"1"	NA
"2"	"73"	"1"	NA
"3"	"73"	"1"	NA
"4"	"73"	"1"	NA
"5"	"73"	"1"	NA
"6"	"73"	"1"	NA
"7"	"73"	"1"	NA
"8"	"73"	"1"	NA
"9"	"73"	"1"	NA
"10"	"73"	"1"	NA
"11"	"73"	"1"	NA
"12"	"73"	"1"	NA
"13"	"73"	"1"	NA
"14"	"73"	"1"	NA
"15"	"73"	"1"	NA
"16"	"73"	"1"	NA
"1"	"74"	"1"	NA
"2"	"74"	"1"	NA
"3"	"74"	"1"	NA
"4"	"74"	"1"	NA
"5"	"74"	"1"	NA
"6"	"74"	"1"	NA
"7"	"74"	"1"	NA
"8"	"74"	"1"	NA
"9"	"74"	"1"	NA
"10"	"74"	"1"	NA
"11"	"74"	"1"	NA
"12"	"74"	"1"	NA
"13"	"74"	"1"	NA
"14"	"74"	"1"	NA
"15"	"74"	"1"	NA
"16"	"74"	"1"	NA
"1"	"75"	"1"	NA
"2"	"75"	"1"	NA
"3"	"75"	"1"	NA
"4"	"75"	"1"	NA
"5"	"75"	"1"	NA
"6"	"75"	"1"	NA
"7"	"75"	"1"	NA
"8"	"75"	"1"	NA
"9"	"75"	"1"	NA
"10"	"75"	"1"	NA
"11"	"75"	"1"	NA
"12"	"75"	"1"	NA
"13"	"75"	"1"	NA
"14"	"75"	"1"	NA
"15"	"75"	"1"	NA
"16"	"75"	"1"	NA
"1"	"76"	"1"	NA
"2"	"76"	"1"	NA
"3"	"76"	"1"	NA
"4"	"76"	"1"	NA
"5"	"76"	"1"	NA
"6"	"76"	"1"	NA
"7"	"76"	"1"	NA
"8"	"76"	"1"	NA
"9"	"76"	"1"	NA
"10"	"76"	"1"	NA
"11"	"76"	"1"	NA
"12"	"76"	"1"	NA
"13"	"76"	"1"	NA
"14"	"76"	"1"	NA
"15"	"76"	"1"	NA
"16"	"76"	"1"	NA
"1"	"77"	"1"	NA
"2"	"77"	"1"	NA
"3"	"77"	"1"	NA
"4"	"77"	"1"	NA
"5"	"77"	"1"	NA
"6"	"77"	"1"	NA
"7"	"77"	"1"	NA
"8"	"77"	"1"	NA
"9"	"77"	"1"	NA
"10"	"77"	"1"	NA
"11"	"77"	"1"	NA
"12"	"77"	"1"	NA
"13"	"77"	"1"	NA
"14"	"77"	"1"	NA
"15"	"77"	"1"	NA
"16"	"77"	"1"	NA
"1"	"78"	"1"	NA
"2"	"78"	"1"	NA
"3"	"78"	"1"	NA
"4"	"78"	"1"	NA
"5"	"78"	"1"	NA
"6"	"78"	"1"	NA
"7"	"78"	"1"	NA
"8"	"78"	"1"	NA
"9"	"78"	"1"	NA
"10"	"78"	"1"	NA
"11"	"78"	"1"	NA
"12"	"78"	"1"	NA
"13"	"78"	"1"	NA
"14"	"78"	"1"	NA
"15"	"78"	"1"	NA
"16"	"78"	"1"	NA
"1"	"79"	"1"	NA
"2"	"79"	"1"	NA
"3"	"79"	"1"	NA
"4"	"79"	"1"	NA
"5"	"79"	"1"	NA
"6"	"79"	"1"	NA
"7"	"79"	"1"	NA
"8"	"79"	"1"	NA
"9"	"79"	"1"	NA
"10"	"79"	"1"	NA
"11"	"79"	"1"	NA
"12"	"79"	"1"	NA
"13"	"79"	"1"	NA
"14"	"79"	"1"	NA
"15"	"79"	"1"	NA
"16"	"79"	"1"	NA
"1"	"80"	"1"	NA
"2"	"80"	"1"	NA
"3"	"80"	"1"	NA
"4"	"80"	"1"	NA
"5"	"80"	"1"	NA
"6"	"80"	"1"	NA
"7"	"80"	"1"	NA
"8"	"80"	"1"	NA
"9"	"80"	"1"	NA
"10"	"80"	"1"	NA
"11"	"80"	"1"	NA
"12"	"80"	"1"	NA
"13"	"80"	"1"	NA
"14"	"80"	"1"	NA
"15"	"80"	"1"	NA
"16"	"80"	"1"	NA
"1"	"81"	"1"	NA
"2"	"81"	"1"	NA
"3"	"81"	"1"	NA
"4"	"81"	"1"	NA
"5"	"81"	"1"	NA
"6"	"81"	"1"	NA
"7"	"81"	"1"	NA
"8"	"81"	"1"	NA
"9"	"81"	"1"	NA
"10"	"81"	"1"	NA
"11"	"81"	"1"	NA
"12"	"81"	"1"	NA
"13"	"81"	"1"	NA
"14"	"81"	"1"	NA
"15"	"81"	"1"	NA
"16"	"81"	"1"	NA
"1"	"82"	"1"	NA
"2"	"82"	"1"	NA
"3"	"82"	"1"	NA
"4"	"82"	"1"	NA
"5"	"82"	"1"	NA
"6"	"82"	"1"	NA
"7"	"82"	"1"	NA
"8"	"82"	"1"	NA
"9"	"82"	"1"	NA
"10"	"82"	"1"	NA
"11"	"82"	"1"	NA
"12"	"82"	"1"	NA
"13"	"82"	"1"	NA
"14"	"82"	"1"	NA
"15"	"82"	"1"	NA
"16"	"82"	"1"	NA
"1"	"83"	"1"	0
"2"	"83"	"1"	4
"3"	"83"	"1"	2
"4"	"83"	"1"	2
"5"	"83"	"1"	0
"6"	"83"	"1"	0
"7"	"83"	"1"	0
"8"	"83"	"1"	1
"9"	"83"	"1"	0
"10"	"83"	"1"	0
"11"	"83"	"1"	0
"12"	"83"	"1"	0
"13"	"83"	"1"	1
"14"	"83"	"1"	0
"15"	"83"	"1"	0
"16"	"83"	"1"	0
"1"	"84"	"1"	NA
"2"	"84"	"1"	NA
"3"	"84"	"1"	NA
"4"	"84"	"1"	NA
"5"	"84"	"1"	NA
"6"	"84"	"1"	NA
"7"	"84"	"1"	NA
"8"	"84"	"1"	NA
"9"	"84"	"1"	NA
"10"	"84"	"1"	NA
"11"	"84"	"1"	NA
"12"	"84"	"1"	NA
"13"	"84"	"1"	NA
"14"	"84"	"1"	NA
"15"	"84"	"1"	NA
"16"	"84"	"1"	NA
"1"	"85"	"1"	NA
"2"	"85"	"1"	NA
"3"	"85"	"1"	NA
"4"	"85"	"1"	NA
"5"	"85"	"1"	NA
"6"	"85"	"1"	NA
"7"	"85"	"1"	NA
"8"	"85"	"1"	NA
"9"	"85"	"1"	NA
"10"	"85"	"1"	NA
"11"	"85"	"1"	NA
"12"	"85"	"1"	NA
"13"	"85"	"1"	NA
"14"	"85"	"1"	NA
"15"	"85"	"1"	NA
"16"	"85"	"1"	NA
"1"	"86"	"1"	NA
"2"	"86"	"1"	NA
"3"	"86"	"1"	NA
"4"	"86"	"1"	NA
"5"	"86"	"1"	NA
"6"	"86"	"1"	NA
"7"	"86"	"1"	NA
"8"	"86"	"1"	NA
"9"	"86"	"1"	NA
"10"	"86"	"1"	NA
"11"	"86"	"1"	NA
"12"	"86"	"1"	NA
"13"	"86"	"1"	NA
"14"	"86"	"1"	NA
"15"	"86"	"1"	NA
"16"	"86"	"1"	NA
"1"	"87"	"1"	0
"2"	"87"	"1"	0
"3"	"87"	"1"	0
"4"	"87"	"1"	0
"5"	"87"	"1"	0
"6"	"87"	"1"	0
"7"	"87"	"1"	0
"8"	"87"	"1"	1
"9"	"87"	"1"	0
"10"	"87"	"1"	0
"11"	"87"	"1"	0
"12"	"87"	"1"	0
"13"	"87"	"1"	0
"14"	"87"	"1"	0
"15"	"87"	"1"	0
"16"	"87"	"1"	0
"1"	"88"	"1"	NA
"2"	"88"	"1"	NA
"3"	"88"	"1"	NA
"4"	"88"	"1"	NA
"5"	"88"	"1"	NA
"6"	"88"	"1"	NA
"7"	"88"	"1"	NA
"8"	"88"	"1"	NA
"9"	"88"	"1"	NA
"10"	"88"	"1"	NA
"11"	"88"	"1"	NA
"12"	"88"	"1"	NA
"13"	"88"	"1"	NA
"14"	"88"	"1"	NA
"15"	"88"	"1"	NA
"16"	"88"	"1"	NA
"1"	"89"	"1"	NA
"2"	"89"	"1"	NA
"3"	"89"	"1"	NA
"4"	"89"	"1"	NA
"5"	"89"	"1"	NA
"6"	"89"	"1"	NA
"7"	"89"	"1"	NA
"8"	"89"	"1"	NA
"9"	"89"	"1"	NA
"10"	"89"	"1"	NA
"11"	"89"	"1"	NA
"12"	"89"	"1"	NA
"13"	"89"	"1"	NA
"14"	"89"	"1"	NA
"15"	"89"	"1"	NA
"16"	"89"	"1"	NA
"1"	"90"	"1"	1
"2"	"90"	"1"	1
"3"	"90"	"1"	0
"4"	"90"	"1"	3
"5"	"90"	"1"	0
"6"	"90"	"1"	0
"7"	"90"	"1"	0
"8"	"90"	"1"	3
"9"	"90"	"1"	0
"10"	"90"	"1"	0
"11"	"90"	"1"	0
"12"	"90"	"1"	0
"13"	"90"	"1"	0
"14"	"90"	"1"	0
"15"	"90"	"1"	0
"16"	"90"	"1"	0
"1"	"91"	"1"	3
"2"	"91"	"1"	2
"3"	"91"	"1"	0
"4"	"91"	"1"	4
"5"	"91"	"1"	0
"6"	"91"	"1"	0
"7"	"91"	"1"	0
"8"	"91"	"1"	0
"9"	"91"	"1"	0
"10"	"91"	"1"	0
"11"	"91"	"1"	0
"12"	"91"	"1"	0
"13"	"91"	"1"	0
"14"	"91"	"1"	0
"15"	"91"	"1"	0
"16"	"91"	"1"	0
"1"	"92"	"1"	NA
"2"	"92"	"1"	NA
"3"	"92"	"1"	NA
"4"	"92"	"1"	NA
"5"	"92"	"1"	NA
"6"	"92"	"1"	NA
"7"	"92"	"1"	NA
"8"	"92"	"1"	NA
"9"	"92"	"1"	NA
"10"	"92"	"1"	NA
"11"	"92"	"1"	NA
"12"	"92"	"1"	NA
"13"	"92"	"1"	NA
"14"	"92"	"1"	NA
"15"	"92"	"1"	NA
"16"	"92"	"1"	NA
"1"	"93"	"1"	1
"2"	"93"	"1"	4
"3"	"93"	"1"	0
"4"	"93"	"1"	0
"5"	"93"	"1"	0
"6"	"93"	"1"	0
"7"	"93"	"1"	0
"8"	"93"	"1"	3
"9"	"93"	"1"	0
"10"	"93"	"1"	0
"11"	"93"	"1"	0
"12"	"93"	"1"	0
"13"	"93"	"1"	0
"14"	"93"	"1"	0
"15"	"93"	"1"	0
"16"	"93"	"1"	0
"1"	"94"	"1"	0
"2"	"94"	"1"	2
"3"	"94"	"1"	0
"4"	"94"	"1"	2
"5"	"94"	"1"	0
"6"	"94"	"1"	0
"7"	"94"	"1"	0
"8"	"94"	"1"	0
"9"	"94"	"1"	0
"10"	"94"	"1"	0
"11"	"94"	"1"	0
"12"	"94"	"1"	0
"13"	"94"	"1"	0
"14"	"94"	"1"	0
"15"	"94"	"1"	0
"16"	"94"	"1"	0
"1"	"95"	"1"	0
"2"	"95"	"1"	8
"3"	"95"	"1"	0
"4"	"95"	"1"	0
"5"	"95"	"1"	0
"6"	"95"	"1"	0
"7"	"95"	"1"	0
"8"	"95"	"1"	0
"9"	"95"	"1"	0
"10"	"95"	"1"	0
"11"	"95"	"1"	0
"12"	"95"	"1"	0
"13"	"95"	"1"	0
"14"	"95"	"1"	0
"15"	"95"	"1"	0
"16"	"95"	"1"	0
"1"	"96"	"1"	0
"2"	"96"	"1"	3
"3"	"96"	"1"	0
"4"	"96"	"1"	3
"5"	"96"	"1"	0
"6"	"96"	"1"	0
"7"	"96"	"1"	0
"8"	"96"	"1"	0
"9"	"96"	"1"	0
"10"	"96"	"1"	0
"11"	"96"	"1"	0
"12"	"96"	"1"	0
"13"	"96"	"1"	0
"14"	"96"	"1"	0
"15"	"96"	"1"	0
"16"	"96"	"1"	0
"1"	"97"	"1"	0
"2"	"97"	"1"	8
"3"	"97"	"1"	0
"4"	"97"	"1"	4
"5"	"97"	"1"	0
"6"	"97"	"1"	0
"7"	"97"	"1"	0
"8"	"97"	"1"	2
"9"	"97"	"1"	0
"10"	"97"	"1"	1
"11"	"97"	"1"	0
"12"	"97"	"1"	0
"13"	"97"	"1"	0
"14"	"97"	"1"	0
"15"	"97"	"1"	0
"16"	"97"	"1"	0
"1"	"98"	"1"	1
"2"	"98"	"1"	0
"3"	"98"	"1"	0
"4"	"98"	"1"	1
"5"	"98"	"1"	0
"6"	"98"	"1"	0
"7"	"98"	"1"	0
"8"	"98"	"1"	3
"9"	"98"	"1"	0
"10"	"98"	"1"	0
"11"	"98"	"1"	0
"12"	"98"	"1"	0
"13"	"98"	"1"	0
"14"	"98"	"1"	0
"15"	"98"	"1"	0
"16"	"98"	"1"	0
"1"	"99"	"1"	2
"2"	"99"	"1"	8
"3"	"99"	"1"	3
"4"	"99"	"1"	8
"5"	"99"	"1"	0
"6"	"99"	"1"	0
"7"	"99"	"1"	0
"8"	"99"	"1"	0
"9"	"99"	"1"	0
"10"	"99"	"1"	0
"11"	"99"	"1"	0
"12"	"99"	"1"	0
"13"	"99"	"1"	1
"14"	"99"	"1"	0
"15"	"99"	"1"	0
"16"	"99"	"1"	0
"1"	"100"	"1"	2
"2"	"100"	"1"	6
"3"	"100"	"1"	0
"4"	"100"	"1"	8
"5"	"100"	"1"	0
"6"	"100"	"1"	0
"7"	"100"	"1"	0
"8"	"100"	"1"	1
"9"	"100"	"1"	0
"10"	"100"	"1"	0
"11"	"100"	"1"	0
"12"	"100"	"1"	0
"13"	"100"	"1"	0
"14"	"100"	"1"	0
"15"	"100"	"1"	0
"16"	"100"	"1"	0
"1"	"101"	"1"	NA
"2"	"101"	"1"	NA
"3"	"101"	"1"	NA
"4"	"101"	"1"	NA
"5"	"101"	"1"	NA
"6"	"101"	"1"	NA
"7"	"101"	"1"	NA
"8"	"101"	"1"	NA
"9"	"101"	"1"	NA
"10"	"101"	"1"	NA
"11"	"101"	"1"	NA
"12"	"101"	"1"	NA
"13"	"101"	"1"	NA
"14"	"101"	"1"	NA
"15"	"101"	"1"	NA
"16"	"101"	"1"	NA
"1"	"102"	"1"	0
"2"	"102"	"1"	0
"3"	"102"	"1"	0
"4"	"102"	"1"	4
"5"	"102"	"1"	0
"6"	"102"	"1"	0
"7"	"102"	"1"	0
"8"	"102"	"1"	17
"9"	"102"	"1"	0
"10"	"102"	"1"	4
"11"	"102"	"1"	0
"12"	"102"	"1"	0
"13"	"102"	"1"	0
"14"	"102"	"1"	0
"15"	"102"	"1"	0
"16"	"102"	"1"	0
"1"	"103"	"1"	NA
"2"	"103"	"1"	NA
"3"	"103"	"1"	NA
"4"	"103"	"1"	NA
"5"	"103"	"1"	NA
"6"	"103"	"1"	NA
"7"	"103"	"1"	NA
"8"	"103"	"1"	NA
"9"	"103"	"1"	NA
"10"	"103"	"1"	NA
"11"	"103"	"1"	NA
"12"	"103"	"1"	NA
"13"	"103"	"1"	NA
"14"	"103"	"1"	NA
"15"	"103"	"1"	NA
"16"	"103"	"1"	NA
"1"	"1"	"2"	NA
"2"	"1"	"2"	NA
"3"	"1"	"2"	NA
"4"	"1"	"2"	NA
"5"	"1"	"2"	NA
"6"	"1"	"2"	NA
"7"	"1"	"2"	NA
"8"	"1"	"2"	NA
"9"	"1"	"2"	NA
"10"	"1"	"2"	NA
"11"	"1"	"2"	NA
"12"	"1"	"2"	NA
"13"	"1"	"2"	NA
"14"	"1"	"2"	NA
"15"	"1"	"2"	NA
"16"	"1"	"2"	NA
"1"	"2"	"2"	NA
"2"	"2"	"2"	NA
"3"	"2"	"2"	NA
"4"	"2"	"2"	NA
"5"	"2"	"2"	NA
"6"	"2"	"2"	NA
"7"	"2"	"2"	NA
"8"	"2"	"2"	NA
"9"	"2"	"2"	NA
"10"	"2"	"2"	NA
"11"	"2"	"2"	NA
"12"	"2"	"2"	NA
"13"	"2"	"2"	NA
"14"	"2"	"2"	NA
"15"	"2"	"2"	NA
"16"	"2"	"2"	NA
"1"	"3"	"2"	NA
"2"	"3"	"2"	NA
"3"	"3"	"2"	NA
"4"	"3"	"2"	NA
"5"	"3"	"2"	NA
"6"	"3"	"2"	NA
"7"	"3"	"2"	NA
"8"	"3"	"2"	NA
"9"	"3"	"2"	NA
"10"	"3"	"2"	NA
"11"	"3"	"2"	NA
"12"	"3"	"2"	NA
"13"	"3"	"2"	NA
"14"	"3"	"2"	NA
"15"	"3"	"2"	NA
"16"	"3"	"2"	NA
"1"	"4"	"2"	NA
"2"	"4"	"2"	NA
"3"	"4"	"2"	NA
"4"	"4"	"2"	NA
"5"	"4"	"2"	NA
"6"	"4"	"2"	NA
"7"	"4"	"2"	NA
"8"	"4"	"2"	NA
"9"	"4"	"2"	NA
"10"	"4"	"2"	NA
"11"	"4"	"2"	NA
"12"	"4"	"2"	NA
"13"	"4"	"2"	NA
"14"	"4"	"2"	NA
"15"	"4"	"2"	NA
"16"	"4"	"2"	NA
"1"	"5"	"2"	NA
"2"	"5"	"2"	NA
"3"	"5"	"2"	NA
"4"	"5"	"2"	NA
"5"	"5"	"2"	NA
"6"	"5"	"2"	NA
"7"	"5"	"2"	NA
"8"	"5"	"2"	NA
"9"	"5"	"2"	NA
"10"	"5"	"2"	NA
"11"	"5"	"2"	NA
"12"	"5"	"2"	NA
"13"	"5"	"2"	NA
"14"	"5"	"2"	NA
"15"	"5"	"2"	NA
"16"	"5"	"2"	NA
"1"	"6"	"2"	NA
"2"	"6"	"2"	NA
"3"	"6"	"2"	NA
"4"	"6"	"2"	NA
"5"	"6"	"2"	NA
"6"	"6"	"2"	NA
"7"	"6"	"2"	NA
"8"	"6"	"2"	NA
"9"	"6"	"2"	NA
"10"	"6"	"2"	NA
"11"	"6"	"2"	NA
"12"	"6"	"2"	NA
"13"	"6"	"2"	NA
"14"	"6"	"2"	NA
"15"	"6"	"2"	NA
"16"	"6"	"2"	NA
"1"	"7"	"2"	NA
"2"	"7"	"2"	NA
"3"	"7"	"2"	NA
"4"	"7"	"2"	NA
"5"	"7"	"2"	NA
"6"	"7"	"2"	NA
"7"	"7"	"2"	NA
"8"	"7"	"2"	NA
"9"	"7"	"2"	NA
"10"	"7"	"2"	NA
"11"	"7"	"2"	NA
"12"	"7"	"2"	NA
"13"	"7"	"2"	NA
"14"	"7"	"2"	NA
"15"	"7"	"2"	NA
"16"	"7"	"2"	NA
"1"	"8"	"2"	NA
"2"	"8"	"2"	NA
"3"	"8"	"2"	NA
"4"	"8"	"2"	NA
"5"	"8"	"2"	NA
"6"	"8"	"2"	NA
"7"	"8"	"2"	NA
"8"	"8"	"2"	NA
"9"	"8"	"2"	NA
"10"	"8"	"2"	NA
"11"	"8"	"2"	NA
"12"	"8"	"2"	NA
"13"	"8"	"2"	NA
"14"	"8"	"2"	NA
"15"	"8"	"2"	NA
"16"	"8"	"2"	NA
"1"	"9"	"2"	NA
"2"	"9"	"2"	NA
"3"	"9"	"2"	NA
"4"	"9"	"2"	NA
"5"	"9"	"2"	NA
"6"	"9"	"2"	NA
"7"	"9"	"2"	NA
"8"	"9"	"2"	NA
"9"	"9"	"2"	NA
"10"	"9"	"2"	NA
"11"	"9"	"2"	NA
"12"	"9"	"2"	NA
"13"	"9"	"2"	NA
"14"	"9"	"2"	NA
"15"	"9"	"2"	NA
"16"	"9"	"2"	NA
"1"	"10"	"2"	NA
"2"	"10"	"2"	NA
"3"	"10"	"2"	NA
"4"	"10"	"2"	NA
"5"	"10"	"2"	NA
"6"	"10"	"2"	NA
"7"	"10"	"2"	NA
"8"	"10"	"2"	NA
"9"	"10"	"2"	NA
"10"	"10"	"2"	NA
"11"	"10"	"2"	NA
"12"	"10"	"2"	NA
"13"	"10"	"2"	NA
"14"	"10"	"2"	NA
"15"	"10"	"2"	NA
"16"	"10"	"2"	NA
"1"	"11"	"2"	NA
"2"	"11"	"2"	NA
"3"	"11"	"2"	NA
"4"	"11"	"2"	NA
"5"	"11"	"2"	NA
"6"	"11"	"2"	NA
"7"	"11"	"2"	NA
"8"	"11"	"2"	NA
"9"	"11"	"2"	NA
"10"	"11"	"2"	NA
"11"	"11"	"2"	NA
"12"	"11"	"2"	NA
"13"	"11"	"2"	NA
"14"	"11"	"2"	NA
"15"	"11"	"2"	NA
"16"	"11"	"2"	NA
"1"	"12"	"2"	NA
"2"	"12"	"2"	NA
"3"	"12"	"2"	NA
"4"	"12"	"2"	NA
"5"	"12"	"2"	NA
"6"	"12"	"2"	NA
"7"	"12"	"2"	NA
"8"	"12"	"2"	NA
"9"	"12"	"2"	NA
"10"	"12"	"2"	NA
"11"	"12"	"2"	NA
"12"	"12"	"2"	NA
"13"	"12"	"2"	NA
"14"	"12"	"2"	NA
"15"	"12"	"2"	NA
"16"	"12"	"2"	NA
"1"	"13"	"2"	NA
"2"	"13"	"2"	NA
"3"	"13"	"2"	NA
"4"	"13"	"2"	NA
"5"	"13"	"2"	NA
"6"	"13"	"2"	NA
"7"	"13"	"2"	NA
"8"	"13"	"2"	NA
"9"	"13"	"2"	NA
"10"	"13"	"2"	NA
"11"	"13"	"2"	NA
"12"	"13"	"2"	NA
"13"	"13"	"2"	NA
"14"	"13"	"2"	NA
"15"	"13"	"2"	NA
"16"	"13"	"2"	NA
"1"	"14"	"2"	NA
"2"	"14"	"2"	NA
"3"	"14"	"2"	NA
"4"	"14"	"2"	NA
"5"	"14"	"2"	NA
"6"	"14"	"2"	NA
"7"	"14"	"2"	NA
"8"	"14"	"2"	NA
"9"	"14"	"2"	NA
"10"	"14"	"2"	NA
"11"	"14"	"2"	NA
"12"	"14"	"2"	NA
"13"	"14"	"2"	NA
"14"	"14"	"2"	NA
"15"	"14"	"2"	NA
"16"	"14"	"2"	NA
"1"	"15"	"2"	NA
"2"	"15"	"2"	NA
"3"	"15"	"2"	NA
"4"	"15"	"2"	NA
"5"	"15"	"2"	NA
"6"	"15"	"2"	NA
"7"	"15"	"2"	NA
"8"	"15"	"2"	NA
"9"	"15"	"2"	NA
"10"	"15"	"2"	NA
"11"	"15"	"2"	NA
"12"	"15"	"2"	NA
"13"	"15"	"2"	NA
"14"	"15"	"2"	NA
"15"	"15"	"2"	NA
"16"	"15"	"2"	NA
"1"	"16"	"2"	1
"2"	"16"	"2"	11
"3"	"16"	"2"	1
"4"	"16"	"2"	14
"5"	"16"	"2"	0
"6"	"16"	"2"	1
"7"	"16"	"2"	0
"8"	"16"	"2"	1
"9"	"16"	"2"	0
"10"	"16"	"2"	0
"11"	"16"	"2"	0
"12"	"16"	"2"	0
